id,domain,rendering,judge,plain_first,raw,winner
tech-05,tech,markdown_max,claude-opus-5,False,B,plain
science-03,science,bold_terms,claude-haiku-4-5-20251001,True,A,plain
economics-04,economics,table,claude-opus-5,True,B,variant
science-02,science,table,claude-sonnet-5,False,B,plain
economics-05,economics,table,claude-opus-5,True,A,plain
everyday-03,everyday,padded,claude-opus-5,True,A,plain
tech-04,tech,padded,claude-haiku-4-5-20251001,False,B,plain
economics-05,economics,plain_vs_plain,claude-sonnet-5,False,TIE,tie
history-02,history,bold_terms,claude-opus-5,True,A,plain
science-03,science,bullets,claude-opus-5,False,TIE,tie
economics-01,economics,markdown_max,claude-haiku-4-5-20251001,False,A,variant
tech-02,tech,headers,claude-sonnet-5,False,B,plain
economics-01,economics,emoji,claude-haiku-4-5-20251001,False,B,plain
everyday-03,everyday,plain_vs_plain,claude-sonnet-5,True,TIE,tie
science-04,science,bullets,claude-haiku-4-5-20251001,True,B,variant
science-03,science,emoji,claude-haiku-4-5-20251001,False,A,variant
economics-02,economics,headers,claude-opus-5,True,A,plain
history-05,history,bold_terms,claude-opus-5,False,B,plain
science-05,science,emoji,claude-opus-5,True,A,plain
science-05,science,padded,claude-opus-5,False,B,plain
tech-02,tech,table,claude-opus-5,True,B,variant
economics-04,economics,markdown_max,claude-opus-5,True,A,plain
science-03,science,table,claude-opus-5,True,A,plain
history-01,history,headers,claude-opus-5,True,TIE,tie
economics-02,economics,numbered,claude-opus-5,True,TIE,tie
everyday-04,everyday,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
science-02,science,padded,claude-opus-5,False,B,plain
economics-03,economics,headers,claude-haiku-4-5-20251001,False,A,variant
tech-03,tech,bullets,claude-opus-5,False,B,plain
economics-02,economics,bold_terms,claude-haiku-4-5-20251001,False,B,plain
everyday-03,everyday,emoji,claude-haiku-4-5-20251001,True,A,plain
everyday-04,everyday,table,claude-opus-5,True,B,variant
economics-03,economics,numbered,claude-sonnet-5,False,B,plain
economics-01,economics,headers,claude-haiku-4-5-20251001,True,B,variant
tech-02,tech,bullets,claude-opus-5,False,TIE,tie
science-01,science,numbered,claude-opus-5,True,TIE,tie
history-04,history,table,claude-sonnet-5,False,B,plain
economics-02,economics,bullets,claude-haiku-4-5-20251001,True,B,variant
science-04,science,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
everyday-01,everyday,emoji,claude-haiku-4-5-20251001,False,A,variant
economics-03,economics,bold_terms,claude-opus-5,False,TIE,tie
science-02,science,numbered,claude-haiku-4-5-20251001,True,B,variant
history-01,history,bullets,claude-opus-5,False,TIE,tie
economics-02,economics,markdown_max,claude-haiku-4-5-20251001,True,A,plain
economics-01,economics,emoji,claude-sonnet-5,False,B,plain
health-00,health,markdown_max,claude-opus-5,True,A,plain
everyday-02,everyday,padded,claude-haiku-4-5-20251001,True,A,plain
economics-05,economics,markdown_max,claude-sonnet-5,True,B,variant
history-05,history,padded,claude-sonnet-5,True,A,plain
everyday-00,everyday,numbered,claude-sonnet-5,False,B,plain
